ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	SPOT_ID.1
TC0600014273.hg.1	1.40e-04	1.19e-06	-10.551831	6.028609	-1.73230807	Multiple_Complex	Multiple_Complex
TC1800007092.hg.1	1.42e-04	1.21e-06	10.5297555	6.009251	1.32761703	Multiple_Complex	Multiple_Complex
TC1400010749.hg.1	1.42e-04	1.22e-06	-10.5186396	5.999489	-1.65088134	Multiple_Complex	Multiple_Complex
TC0200007115.hg.1	1.42e-04	1.22e-06	-10.5159813	5.997153	-1.71569261	Multiple_Complex	Multiple_Complex
TC0900007904.hg.1	1.43e-04	1.23e-06	10.5067353	5.989024	1.43570938	Multiple_Complex	Multiple_Complex
23074630	1.43e-04	1.24e-06	-10.496308	5.979847	-0.94736916		
TC2100008506.hg.1	1.43e-04	1.25e-06	-10.4907059	5.974914	-1.09847308	Multiple_Complex	Multiple_Complex
TC0500008483.hg.1	1.43e-04	1.25e-06	-10.4890746	5.973477	-0.93791735	Multiple_Complex	Multiple_Complex
TC0100018454.hg.1	1.44e-04	1.26e-06	10.4768861	5.962732	1.07626657	Multiple_Complex	Multiple_Complex
TC0700010751.hg.1	1.44e-04	1.27e-06	-10.4707036	5.957278	-1.80374641	Multiple_Complex	Multiple_Complex
TC1200010740.hg.1	1.45e-04	1.29e-06	-10.4579746	5.946038	-2.24280282	Multiple_Complex	Multiple_Complex
TC1900009176.hg.1	1.46e-04	1.30e-06	10.4416337	5.931589	0.87731315	Multiple_Complex	Multiple_Complex
TC2000008345.hg.1	1.46e-04	1.31e-06	-10.4371546	5.927625	-1.03919905	Multiple_Complex	Multiple_Complex
TC2000008027.hg.1	1.46e-04	1.31e-06	10.4367395	5.927258	1.39280725	Multiple_Complex	Multiple_Complex
23075752	1.47e-04	1.32e-06	-10.4229385	5.915033	-2.00945082		
TC1100006635.hg.1	1.47e-04	1.33e-06	-10.4213146	5.913593	-0.90189874	Multiple_Complex	Multiple_Complex
TC0600013186.hg.1	1.47e-04	1.35e-06	-10.4054249	5.899497	-1.64573097	Multiple_Complex	Multiple_Complex
TC0300008999.hg.1	1.47e-04	1.35e-06	-10.4029924	5.897337	-1.20163411	Multiple_Complex	Multiple_Complex
TC1200010182.hg.1	1.47e-04	1.35e-06	-10.3990771	5.89386	-1.85223788	Multiple_Complex	Multiple_Complex
23075570	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
23075709	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
23075882	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
23076025	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
23076176	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
23076342	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
23076496	1.47e-04	1.38e-06	-10.3759687	5.873311	-1.24084007		
TC0X00008040.hg.1	1.49e-04	1.41e-06	10.3537785	5.853537	2.18370214	Coding	Coding
TC0100006881.hg.1	1.50e-04	1.43e-06	-10.3374724	5.838981	-1.25499453	Multiple_Complex	Multiple_Complex
HTA2-pos-3499497_st	1.50e-04	1.43e-06	10.3323844	5.834435	1.15720792	---	---
TC1700010604.hg.1	1.56e-04	1.49e-06	-10.286807	5.793615	-1.06129741	Multiple_Complex	Multiple_Complex
TC1700011234.hg.1	1.56e-04	1.50e-06	-10.2808567	5.788273	-0.91551206	Multiple_Complex	Multiple_Complex
TC0100016199.hg.1	1.57e-04	1.51e-06	-10.2717159	5.780061	-0.9819808	Coding	Coding
TC1600006652.hg.1	1.57e-04	1.52e-06	-10.2656579	5.774615	-0.83688007	Multiple_Complex	Multiple_Complex
23071834	1.57e-04	1.53e-06	10.2587457	5.768397	1.25202438		
TC1600008868.hg.1	1.59e-04	1.55e-06	-10.2441311	5.755238	-1.20578021	Multiple_Complex	Multiple_Complex
TC1800006448.hg.1	1.59e-04	1.55e-06	-10.2408532	5.752284	-0.79785872	Multiple_Complex	Multiple_Complex
TC2000008815.hg.1	1.60e-04	1.57e-06	-10.2304303	5.742885	-1.06339184	Multiple_Complex	Multiple_Complex
TC0800008783.hg.1	1.61e-04	1.59e-06	10.2151785	5.729116	1.1763661	Multiple_Complex	Multiple_Complex
TC1700007949.hg.1	1.62e-04	1.61e-06	-10.1985508	5.714082	-2.30444647	Coding	Coding
TC1800007829.hg.1	1.62e-04	1.61e-06	10.1972125	5.712871	0.89989813	Multiple_Complex	Multiple_Complex
TC1900011774.hg.1	1.62e-04	1.62e-06	-10.1956983	5.711501	-1.29729538	Multiple_Complex	Multiple_Complex
TC1800008472.hg.1	1.62e-04	1.62e-06	10.1948018	5.710689	0.99719354	Multiple_Complex	Multiple_Complex
TC2200007027.hg.1	1.62e-04	1.63e-06	-10.1883915	5.704885	-1.32827656	Multiple_Complex	Multiple_Complex
TC0800011646.hg.1	1.65e-04	1.66e-06	-10.1630715	5.681927	-2.50496109	Multiple_Complex	Multiple_Complex
TC0200015790.hg.1	1.65e-04	1.67e-06	10.1583679	5.677656	0.95482251	Multiple_Complex	Multiple_Complex
TC0200015242.hg.1	1.66e-04	1.68e-06	10.1495319	5.669628	2.89316428	Multiple_Complex	Multiple_Complex
TC1000007761.hg.1	1.66e-04	1.69e-06	10.1458784	5.666307	1.12557697	Multiple_Complex	Multiple_Complex
TC0800007057.hg.1	1.70e-04	1.74e-06	-10.1129017	5.636277	-1.00868981	Multiple_Complex	Multiple_Complex
TC2100007451.hg.1	1.70e-04	1.75e-06	-10.1061035	5.630075	-1.07620196	Multiple_Complex	Multiple_Complex
TC0500013089.hg.1	1.73e-04	1.78e-06	-10.0844615	5.610304	-1.06425638	Multiple_Complex	Multiple_Complex
TC2100008494.hg.1	1.74e-04	1.79e-06	-10.0774675	5.603907	-0.87422779	Multiple_Complex	Multiple_Complex
TC2100008536.hg.1	1.76e-04	1.83e-06	-10.0551349	5.583451	-1.25482834	Multiple_Complex	Multiple_Complex
TC1800008680.hg.1	1.78e-04	1.85e-06	10.0439519	5.573191	1.05167231	Multiple_Complex	Multiple_Complex
TC1200009796.hg.1	1.78e-04	1.86e-06	-10.0382758	5.56798	-2.27755592	Multiple_Complex	Multiple_Complex
TC1000008400.hg.1	1.80e-04	1.89e-06	-10.0214352	5.552502	-1.61948148	Coding	Coding
TC1500010854.hg.1	1.80e-04	1.89e-06	-10.0174111	5.5488	-1.65266471	Multiple_Complex	Multiple_Complex
TC0400012991.hg.1	1.80e-04	1.90e-06	10.0123448	5.544137	1.33801068	NonCoding	NonCoding
TC1800006614.hg.1	1.84e-04	1.95e-06	-9.9835962	5.517636	-1.13927129	Multiple_Complex	Multiple_Complex
TC0200016680.hg.1	1.88e-04	2.00e-06	-9.9589606	5.49487	-1.26158154	NonCoding	NonCoding
TC1200007844.hg.1	1.88e-04	2.00e-06	-9.9560298	5.492158	-1.2683325	Multiple_Complex	Multiple_Complex
TC0700007067.hg.1	1.92e-04	2.06e-06	9.9241743	5.462634	1.21507384	Multiple_Complex	Multiple_Complex
TC1000011904.hg.1	1.92e-04	2.06e-06	9.923398	5.461914	1.0706259	Multiple_Complex	Multiple_Complex
TC0700009834.hg.1	1.96e-04	2.12e-06	-9.8931541	5.4338	-1.54765515	Multiple_Complex	Multiple_Complex
23076623	1.96e-04	2.12e-06	9.8916667	5.432416	1.54585425		
TC1700009528.hg.1	1.97e-04	2.15e-06	9.8771865	5.418925	0.98505686	Multiple_Complex	Multiple_Complex
TC2200007495.hg.1	1.97e-04	2.15e-06	9.8768359	5.418598	1.06196985	Multiple_Complex	Multiple_Complex
TC0500009544.hg.1	1.99e-04	2.17e-06	-9.8649705	5.40753	-1.20399919	Coding	Coding
TC2100008555.hg.1	2.00e-04	2.20e-06	-9.8529137	5.396271	-1.41546312	Multiple_Complex	Multiple_Complex
TC1900008141.hg.1	2.01e-04	2.21e-06	-9.8460048	5.389813	-0.96194051	Multiple_Complex	Multiple_Complex
TC0100010149.hg.1	2.01e-04	2.22e-06	9.840095	5.384286	0.81442749	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR18005598.hg.1	2.02e-04	2.23e-06	9.8354048	5.379897	0.90387942	---	---
TC1500010723.hg.1	2.02e-04	2.24e-06	-9.8317926	5.376516	-1.20491181	Multiple_Complex	Multiple_Complex
TC0900007518.hg.1	2.02e-04	2.25e-06	9.8238959	5.36912	1.52985983	Multiple_Complex	Multiple_Complex
TC1700007042.hg.1	2.03e-04	2.27e-06	-9.81853	5.364091	-0.85396176	Multiple_Complex	Multiple_Complex
TC0600013740.hg.1	2.04e-04	2.29e-06	-9.8087394	5.354909	-1.03198532	Multiple_Complex	Multiple_Complex
TC0800006869.hg.1	2.07e-04	2.33e-06	9.7877501	5.335196	0.96377305	Multiple_Complex	Multiple_Complex
TC0500011648.hg.1	2.11e-04	2.38e-06	-9.7649163	5.313706	-1.43715747	Multiple_Complex	Multiple_Complex
TC2100008560.hg.1	2.12e-04	2.40e-06	-9.7552564	5.304601	-0.85792865	Multiple_Complex	Multiple_Complex
TC1400010644.hg.1	2.12e-04	2.40e-06	-9.7535362	5.302979	-1.17230701	Multiple_Complex	Multiple_Complex
TC0600009534.hg.1	2.12e-04	2.42e-06	9.7474166	5.297206	1.33848971	Multiple_Complex	Multiple_Complex
TC0200009739.hg.1	2.12e-04	2.42e-06	9.7458706	5.295746	1.55380119	Multiple_Complex	Multiple_Complex
TC0400007933.hg.1	2.16e-04	2.48e-06	-9.7191117	5.270459	-1.19261223	Multiple_Complex	Multiple_Complex
23074627	2.20e-04	2.53e-06	-9.6981806	5.250634	-0.93565157		
TC0600007087.hg.1	2.21e-04	2.55e-06	-9.6893313	5.24224	-0.92700644	Multiple_Complex	Multiple_Complex
TC2100008496.hg.1	2.22e-04	2.57e-06	-9.6805387	5.233894	-1.00280204	Multiple_Complex	Multiple_Complex
TC0600014142.hg.1	2.22e-04	2.58e-06	9.6761306	5.229707	0.80488901	Multiple_Complex	Multiple_Complex
TC1200006909.hg.1	2.34e-04	2.73e-06	-9.6163113	5.172714	-1.24225046	Multiple_Complex	Multiple_Complex
TC2200008135.hg.1	2.37e-04	2.77e-06	-9.5981751	5.155371	-0.9341083	Multiple_Complex	Multiple_Complex
TC0500007201.hg.1	2.37e-04	2.79e-06	-9.593958	5.151334	-1.26562432	Multiple_Complex	Multiple_Complex
TC0800008845.hg.1	2.37e-04	2.79e-06	9.5919276	5.149389	0.82368367	Multiple_Complex	Multiple_Complex
TC0600014217.hg.1	2.40e-04	2.83e-06	-9.5772406	5.135315	-0.90191462	Multiple_Complex	Multiple_Complex
TC1700007725.hg.1	2.40e-04	2.85e-06	-9.5708501	5.129184	-0.93925365	Multiple_Complex	Multiple_Complex
TC0300009126.hg.1	2.41e-04	2.87e-06	-9.563099	5.121744	-0.86548435	Multiple_Complex	Multiple_Complex
TC2100008314.hg.1	2.41e-04	2.87e-06	-9.5602733	5.11903	-0.85914763	Multiple_Complex	Multiple_Complex
TC0400011440.hg.1	2.43e-04	2.90e-06	9.5494459	5.108625	1.09781165	Multiple_Complex	Multiple_Complex
TC1100011744.hg.1	2.53e-04	3.05e-06	-9.4980782	5.059113	-1.0966961	Multiple_Complex	Multiple_Complex
TC0300007055.hg.1	2.53e-04	3.05e-06	-9.4976254	5.058675	-0.95471176	Multiple_Complex	Multiple_Complex
TC0100011661.hg.1	2.53e-04	3.06e-06	9.4928748	5.054084	1.18799295	Multiple_Complex	Multiple_Complex
TC1700008598.hg.1	2.53e-04	3.07e-06	-9.4896028	5.05092	-1.86180364	Multiple_Complex	Multiple_Complex
TC0200006627.hg.1	2.53e-04	3.08e-06	9.4870366	5.048438	0.94589056	Multiple_Complex	Multiple_Complex
TC2100007796.hg.1	2.53e-04	3.08e-06	-9.486508	5.047927	-0.89506806	Multiple_Complex	Multiple_Complex
TC1200012639.hg.1	2.53e-04	3.09e-06	-9.4827799	5.04432	-0.88462789	Multiple_Complex	Multiple_Complex
TC0800006760.hg.1	2.58e-04	3.16e-06	9.4569816	5.019326	0.81175294	Multiple_Complex	Multiple_Complex
TC1100008236.hg.1	2.61e-04	3.21e-06	-9.4426275	5.005393	-1.08126773	Multiple_Complex	Multiple_Complex
TC1100009330.hg.1	2.67e-04	3.30e-06	-9.4140457	4.977592	-0.88787439	Multiple_Complex	Multiple_Complex
TC0100008625.hg.1	2.67e-04	3.30e-06	9.4129131	4.976489	2.37236981	Multiple_Complex	Multiple_Complex
TC0900008847.hg.1	2.69e-04	3.33e-06	-9.4027367	4.966571	-2.43696215	Multiple_Complex	Multiple_Complex
TC2200008888.hg.1	2.70e-04	3.35e-06	-9.3955301	4.959542	-1.26831277	Multiple_Complex	Multiple_Complex
TC1800007071.hg.1	2.74e-04	3.42e-06	9.3757156	4.94019	1.59927496	Multiple_Complex	Multiple_Complex
TC0200009806.hg.1	2.83e-04	3.53e-06	9.340222	4.905434	1.02751428	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR18005593.hg.1	2.83e-04	3.56e-06	9.332653	4.898006	0.7360248	---	---
TC0300013104.hg.1	2.83e-04	3.56e-06	-9.3326356	4.897989	-0.81802413	Multiple_Complex	Multiple_Complex
TC1000009714.hg.1	2.85e-04	3.60e-06	9.3209347	4.886497	1.88836986	Multiple_Complex	Multiple_Complex
TC2100008030.hg.1	2.87e-04	3.63e-06	-9.3127952	4.878495	-1.09007521	Multiple_Complex	Multiple_Complex
TC0300011324.hg.1	2.88e-04	3.65e-06	9.304747	4.870577	1.40865854	Multiple_Complex	Multiple_Complex
TC0700009667.hg.1	2.89e-04	3.67e-06	-9.2990865	4.865004	-1.02475738	Multiple_Complex	Multiple_Complex
TC1000008236.hg.1	2.91e-04	3.71e-06	9.2893715	4.855432	0.97544332	Multiple_Complex	Multiple_Complex
TC0200009221.hg.1	2.98e-04	3.81e-06	-9.2613204	4.827745	-1.0946854	Multiple_Complex	Multiple_Complex
TC0300011941.hg.1	2.98e-04	3.83e-06	9.2562406	4.822724	1.33517832	Multiple_Complex	Multiple_Complex
TC2200006617.hg.1	3.00e-04	3.86e-06	-9.2472607	4.81384	-1.14939785	Multiple_Complex	Multiple_Complex
TC1200007037.hg.1	3.01e-04	3.88e-06	-9.2410823	4.807724	-1.31683782	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR18005582.hg.1	3.09e-04	3.99e-06	9.211628	4.778514	1.02042277	---	---
TC1900007270.hg.1	3.11e-04	4.04e-06	-9.2008324	4.767788	-1.39259641	Coding	Coding
TC1700012084.hg.1	3.18e-04	4.14e-06	9.1746486	4.741725	1.17599536	Multiple_Complex	Multiple_Complex
TC1300008511.hg.1	3.18e-04	4.15e-06	-9.170855	4.737943	-1.99059901	Multiple_Complex	Multiple_Complex
TC0900006937.hg.1	3.18e-04	4.17e-06	-9.1673899	4.734488	-0.89776389	Multiple_Complex	Multiple_Complex
TC0500012372.hg.1	3.19e-04	4.19e-06	9.1611455	4.728259	0.77897976	Multiple_Complex	Multiple_Complex
TC0200010275.hg.1	3.22e-04	4.25e-06	-9.1481684	4.7153	-0.72306843	Multiple_Complex	Multiple_Complex
TC0100013873.hg.1	3.22e-04	4.25e-06	-9.1461749	4.713308	-1.66396915	Multiple_Complex	Multiple_Complex
TC0600012709.hg.1	3.25e-04	4.31e-06	-9.1335725	4.700706	-1.30137326	Multiple_Complex	Multiple_Complex
TC0300006968.hg.1	3.28e-04	4.35e-06	-9.1220058	4.689126	-0.76393479	Multiple_Complex	Multiple_Complex
TC2100008424.hg.1	3.28e-04	4.37e-06	-9.117964	4.685076	-0.81225076	Multiple_Complex	Multiple_Complex
TC0200014809.hg.1	3.29e-04	4.40e-06	9.1120405	4.679139	1.23828867	Multiple_Complex	Multiple_Complex
TC2200007150.hg.1	3.34e-04	4.47e-06	-9.0948999	4.661938	-1.39667165	Multiple_Complex	Multiple_Complex
HTA2-pos-3498866_st	3.36e-04	4.51e-06	9.0854293	4.652422	0.79432021	---	---
TC0700009807.hg.1	3.41e-04	4.58e-06	9.0691591	4.636053	1.13327802	Multiple_Complex	Multiple_Complex
TC1800008331.hg.1	3.41e-04	4.61e-06	-9.0639463	4.630803	-0.87298216	Multiple_Complex	Multiple_Complex
HTA2-pos-3499527_st	3.46e-04	4.68e-06	9.0484477	4.615179	0.94853594	---	---
TC1600009138.hg.1	3.48e-04	4.72e-06	-9.0397263	4.606377	-1.62830076	Coding	Coding
TC0500009211.hg.1	3.48e-04	4.75e-06	9.0330077	4.599591	0.90375401	Multiple_Complex	Multiple_Complex
TC0100013949.hg.1	3.48e-04	4.77e-06	-9.0285943	4.59513	-0.86206837	Multiple_Complex	Multiple_Complex
TC1800007471.hg.1	3.48e-04	4.77e-06	9.0281738	4.594705	1.05740283	Multiple_Complex	Multiple_Complex
TC0700008873.hg.1	3.48e-04	4.79e-06	-9.0240201	4.590506	-1.08511506	Multiple_Complex	Multiple_Complex
TC2100007341.hg.1	3.48e-04	4.79e-06	-9.0239305	4.590415	-1.01796809	Multiple_Complex	Multiple_Complex
TC1400008583.hg.1	3.52e-04	4.86e-06	9.0093211	4.575631	1.11890273	Multiple_Complex	Multiple_Complex
TC1500006870.hg.1	3.54e-04	4.90e-06	9.0003545	4.566546	0.85599926	Multiple_Complex	Multiple_Complex
TC1800008903.hg.1	3.57e-04	4.95e-06	8.9907354	4.556792	1.1423942	Multiple_Complex	Multiple_Complex
TC1000007910.hg.1	3.57e-04	4.97e-06	-8.9865449	4.552539	-1.24681417	Multiple_Complex	Multiple_Complex
TC2100006787.hg.1	3.65e-04	5.09e-06	-8.96277	4.528381	-0.95792723	Multiple_Complex	Multiple_Complex
TC1700010641.hg.1	3.65e-04	5.11e-06	8.9584181	4.523953	1.46079406	Multiple_Complex	Multiple_Complex
TC2100007082.hg.1	3.65e-04	5.13e-06	-8.9546639	4.520132	-0.95648252	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR18005584.hg.1	3.65e-04	5.13e-06	8.953493	4.518939	0.78087186	---	---
TC0200016679.hg.1	3.66e-04	5.16e-06	-8.9477897	4.513131	-0.89423221	Multiple_Complex	Multiple_Complex
TC1600009162.hg.1	3.77e-04	5.32e-06	-8.9165673	4.481273	-0.9909036	Multiple_Complex	Multiple_Complex
TC1600011221.hg.1	3.77e-04	5.35e-06	8.9115099	4.476104	0.91905409	Multiple_Complex	Multiple_Complex
TC1800008580.hg.1	3.77e-04	5.36e-06	8.9095821	4.474133	0.99048254	Multiple_Complex	Multiple_Complex
TC2100007331.hg.1	3.77e-04	5.37e-06	-8.9078415	4.472353	-0.95131991	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR19012462.hg.1	3.80e-04	5.42e-06	8.897088	4.461349	1.16185298	---	---
23075564	3.80e-04	5.44e-06	-8.8946015	4.458803	-1.39863839		
TC1800007446.hg.1	3.81e-04	5.47e-06	8.8885137	4.452567	0.95166778	Multiple_Complex	Multiple_Complex
TC2100008222.hg.1	3.82e-04	5.50e-06	-8.8830879	4.447005	-1.42032736	Coding	Coding
TC0900010971.hg.1	3.82e-04	5.51e-06	-8.881443	4.445319	-1.42936753	Multiple_Complex	Multiple_Complex
TC2100006967.hg.1	3.82e-04	5.53e-06	-8.8780694	4.441859	-0.88299174	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR18005586.hg.1	3.87e-04	5.61e-06	8.862973	4.426363	0.88986491	---	---
TC1300006979.hg.1	3.93e-04	5.71e-06	-8.8456605	4.408564	-1.57704225	Multiple_Complex	Multiple_Complex
TC2100007321.hg.1	3.93e-04	5.73e-06	-8.8412989	4.404075	-0.99922133	Multiple_Complex	Multiple_Complex
TC2200007287.hg.1	3.93e-04	5.74e-06	-8.8405421	4.403296	-2.15800525	Multiple_Complex	Multiple_Complex
TC0800011713.hg.1	4.07e-04	5.96e-06	8.8022023	4.363751	1.01726794	Multiple_Complex	Multiple_Complex
TC0100018497.hg.1	4.08e-04	5.98e-06	-8.7986699	4.3601	-0.70217425	Multiple_Complex	Multiple_Complex
TC0700006781.hg.1	4.08e-04	6.00e-06	8.7956719	4.357	1.00176235	Multiple_Complex	Multiple_Complex
TC1800008162.hg.1	4.08e-04	6.03e-06	-8.7907389	4.351898	-0.76307143	Multiple_Complex	Multiple_Complex
TC1800008482.hg.1	4.08e-04	6.04e-06	8.7887994	4.349892	0.91312552	Multiple_Complex	Multiple_Complex
TC0800006692.hg.1	4.09e-04	6.07e-06	-8.7839427	4.344865	-0.84158679	Multiple_Complex	Multiple_Complex
TC0300013846.hg.1	4.09e-04	6.08e-06	8.7816449	4.342486	0.8227074	Multiple_Complex	Multiple_Complex
TC2000007320.hg.1	4.11e-04	6.13e-06	8.7742255	4.334801	1.28193099	Multiple_Complex	Multiple_Complex
TC0200010164.hg.1	4.13e-04	6.17e-06	8.7673617	4.327686	1.10597022	Multiple_Complex	Multiple_Complex
TC1700008228.hg.1	4.15e-04	6.21e-06	-8.761701	4.321815	-0.9812286	Multiple_Complex	Multiple_Complex
TC0300014021.hg.1	4.23e-04	6.35e-06	8.7379473	4.297142	0.79931786	Multiple_Complex	Multiple_Complex
TC1800007543.hg.1	4.23e-04	6.36e-06	8.737686	4.296871	0.99962531	Multiple_Complex	Multiple_Complex
TC1800006739.hg.1	4.24e-04	6.40e-06	-8.7306392	4.28954	-0.89001696	Multiple_Complex	Multiple_Complex
TC0600011953.hg.1	4.38e-04	6.61e-06	8.6980186	4.255539	1.93002272	Multiple_Complex	Multiple_Complex
TC1800008824.hg.1	4.39e-04	6.65e-06	8.6928681	4.250161	2.01347091	Multiple_Complex	Multiple_Complex
TC0400008348.hg.1	4.40e-04	6.68e-06	8.688579	4.24568	1.05072416	Multiple_Complex	Multiple_Complex
TC0100016206.hg.1	4.45e-04	6.77e-06	-8.6742691	4.230716	-2.76328263	Multiple_Complex	Multiple_Complex
TC1900011928.hg.1	4.49e-04	6.85e-06	8.6626084	4.218507	0.90509636	Multiple_Complex	Multiple_Complex
TC1200012859.hg.1	4.50e-04	6.89e-06	-8.6574111	4.213061	-0.71028697	Multiple_Complex	Multiple_Complex
TC1800008679.hg.1	4.51e-04	6.93e-06	8.6511715	4.206519	0.74435356	Multiple_Complex	Multiple_Complex
TC0500009123.hg.1	4.51e-04	6.95e-06	-8.6492648	4.204519	-1.3813448	Multiple_Complex	Multiple_Complex
TC1700009248.hg.1	4.51e-04	6.95e-06	-8.6486347	4.203858	-1.25208154	Coding	Coding
TC1800008219.hg.1	4.54e-04	7.01e-06	-8.6395831	4.194358	-0.93439299	Multiple_Complex	Multiple_Complex
TC1700008209.hg.1	4.54e-04	7.03e-06	-8.6377091	4.19239	-1.06985855	Multiple_Complex	Multiple_Complex
TC0100014276.hg.1	4.54e-04	7.05e-06	8.6343802	4.188894	0.9853337	Multiple_Complex	Multiple_Complex
TC1100008174.hg.1	4.54e-04	7.06e-06	-8.6337482	4.18823	-1.1772269	Multiple_Complex	Multiple_Complex
TC0100006773.hg.1	4.56e-04	7.11e-06	-8.626886	4.181018	-0.7925805	Multiple_Complex	Multiple_Complex
TC1800009056.hg.1	4.58e-04	7.18e-06	-8.6171004	4.170725	-0.90945277	Coding	Coding
TC0800008801.hg.1	4.58e-04	7.19e-06	8.6155054	4.169046	0.82903993	Multiple_Complex	Multiple_Complex
TC0100017834.hg.1	4.58e-04	7.19e-06	8.614792	4.168295	0.90492664	Multiple_Complex	Multiple_Complex
TC1300008533.hg.1	4.59e-04	7.22e-06	-8.6111147	4.164424	-0.77453672	Multiple_Complex	Multiple_Complex
TC0800009213.hg.1	4.59e-04	7.24e-06	8.6079754	4.161118	0.94743661	NonCoding	NonCoding
TC2100008495.hg.1	4.62e-04	7.31e-06	-8.5992648	4.151939	-1.14114186	Multiple_Complex	Multiple_Complex
TC0500009131.hg.1	4.63e-04	7.34e-06	-8.5949967	4.147439	-0.67004154	Multiple_Complex	Multiple_Complex
TC1300007774.hg.1	4.72e-04	7.50e-06	-8.5738019	4.125063	-1.14471348	Multiple_Complex	Multiple_Complex
23070149	4.79e-04	7.62e-06	-8.5574666	4.107785	-0.80658873		
TC1000007950.hg.1	4.86e-04	7.76e-06	-8.539774	4.089041	-0.93618362	Multiple_Complex	Multiple_Complex
TC1600007931.hg.1	4.87e-04	7.80e-06	-8.5351442	4.08413	-0.85125174	Multiple_Complex	Multiple_Complex
TC1900008345.hg.1	4.93e-04	7.90e-06	-8.5224051	4.070607	-1.70136488	Multiple_Complex	Multiple_Complex
TC1600006888.hg.1	4.95e-04	7.95e-06	-8.5162079	4.064022	-1.7043295	Multiple_Complex	Multiple_Complex
TC0X00006686.hg.1	4.97e-04	8.01e-06	-8.5094041	4.056788	-1.42245335	Coding	Coding
23076315	5.14e-04	8.30e-06	-8.4745743	4.019679	-0.77314438		
TC0900009145.hg.1	5.15e-04	8.34e-06	-8.4692282	4.013972	-1.51026687	Multiple_Complex	Multiple_Complex
TC2100006960.hg.1	5.15e-04	8.36e-06	-8.4674842	4.01211	-0.85949311	Multiple_Complex	Multiple_Complex
TC1900011677.hg.1	5.15e-04	8.37e-06	-8.4664444	4.010999	-0.88396366	Multiple_Complex	Multiple_Complex
TC0200010410.hg.1	5.17e-04	8.42e-06	-8.4603596	4.004498	-0.72517133	Multiple_Complex	Multiple_Complex
23075682	5.18e-04	8.50e-06	-8.4512644	3.994773	-0.77746694		
23076469	5.18e-04	8.50e-06	-8.4512644	3.994773	-0.77746694		
TC1200009136.hg.1	5.18e-04	8.50e-06	-8.4512037	3.994708	-1.56123664	Multiple_Complex	Multiple_Complex
TC0200010847.hg.1	5.25e-04	8.63e-06	-8.4357887	3.978205	-0.87258233	Multiple_Complex	Multiple_Complex
TC1900011084.hg.1	5.31e-04	8.74e-06	-8.4236255	3.965166	-0.94249288	Multiple_Complex	Multiple_Complex
TC1700010647.hg.1	5.31e-04	8.77e-06	-8.4206366	3.961959	-1.54998712	Multiple_Complex	Multiple_Complex
TC1700006638.hg.1	5.32e-04	8.80e-06	8.4169073	3.957957	0.89321314	Multiple_Complex	Multiple_Complex
TC1900006678.hg.1	5.33e-04	8.84e-06	-8.4134605	3.954256	-1.16243408	Multiple_Complex	Multiple_Complex
TC1900011926.hg.1	5.37e-04	8.92e-06	8.4038852	3.94397	1.61490817	Multiple_Complex	Multiple_Complex
TC1000008904.hg.1	5.38e-04	8.96e-06	8.3994283	3.939178	1.2081319	Multiple_Complex	Multiple_Complex
TC1700008539.hg.1	5.38e-04	9.04e-06	-8.3909272	3.930034	-1.38868797	Multiple_Complex	Multiple_Complex
23075855	5.38e-04	9.06e-06	-8.3887305	3.927669	-0.78098871		
23076005	5.38e-04	9.06e-06	-8.3887305	3.927669	-0.78098871		
23076147	5.38e-04	9.06e-06	-8.3887305	3.927669	-0.78098871		
TC0700010463.hg.1	5.38e-04	9.07e-06	8.3878138	3.926683	1.11607226	Multiple_Complex	Multiple_Complex
HTA2-pos-3499505_st	5.38e-04	9.08e-06	8.3868721	3.925669	0.76387053	---	---
TC2100007336.hg.1	5.39e-04	9.12e-06	-8.3823505	3.9208	-0.7003607	Multiple_Complex	Multiple_Complex
TC1200008814.hg.1	5.40e-04	9.19e-06	-8.3749851	3.912864	-0.82795031	Multiple_Complex	Multiple_Complex
TC1800006891.hg.1	5.40e-04	9.20e-06	-8.3748794	3.91275	-1.23279838	Multiple_Complex	Multiple_Complex
TC0600012314.hg.1	5.40e-04	9.20e-06	-8.3744822	3.912322	-1.41390321	Multiple_Complex	Multiple_Complex
